source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
PSW03,Data 2,W_EPM0CO_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Other Conventional Motor Gasoline,U.S.,,Refiner Net Production of Other Conventional Motor Gasoline,Refiner Net Production of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0C_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Conventional Motor Gasoline,U.S.,,Blender Net Production of Conventional Motor Gasoline,Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0C_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Conventional Motor Gasoline,U.S.,,Refiner Net Production of Conventional Motor Gasoline,Refiner Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Finished Motor Gasoline,U.S.,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPB_R10_MBBLD,4-week East Coast (PADD 1) Blender Net Production of Finished Motor Gasoline,East Coast,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPB_R20_MBBLD,4-week Midwest (PADD 2) Blender Net Production of Finished Motor Gasoline,Midwest,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPB_R30_MBBLD,4-week Gulf Coast (PADD 3) Blender Net Production of Finished Motor Gasoline,Gulf Coast,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPB_R40_MBBLD,4-week Rocky Mountain (PADD 4) Blender Net Production of Finished Motor Gasoline,Rocky Mountain,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPB_R50_MBBLD,4-week West Coast (PADD 5) Blender Net Production of Finished Motor Gasoline,West Coast,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Finished Motor Gasoline,U.S.,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPY_R10_MBBLD,4-week East Coast (PADD 1) Refiner Net Production of Finished Motor Gasoline,East Coast,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPY_R20_MBBLD,4-week Midwest (PADD 2) Refiner Net Production of Finished Motor Gasoline,Midwest,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPY_R30_MBBLD,4-week Gulf Coast (PADD 3) Refiner Net Production of Finished Motor Gasoline,Gulf Coast,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPY_R40_MBBLD,4-week Rocky Mountain (PADD 4) Refiner Net Production of Finished Motor Gasoline,Rocky Mountain,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0F_YPY_R50_MBBLD,4-week West Coast (PADD 5) Refiner Net Production of Finished Motor Gasoline,West Coast,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0RA_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Blender Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Blender Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0RA_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Refiner Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Refiner Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0RO_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Other Reformulated Motor Gasoline,U.S.,,Blender Net Production of Other Reformulated Motor Gasoline,Blender Net Production of Other Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0RO_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Other Reformulated Motor Gasoline,U.S.,,Refiner Net Production of Other Reformulated Motor Gasoline,Refiner Net Production of Other Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0R_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Reformulated Motor Gasoline,U.S.,,Blender Net Production of Reformulated Motor Gasoline,Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0R_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Reformulated Motor Gasoline,U.S.,,Refiner Net Production of Reformulated Motor Gasoline,Refiner Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPPK_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Kerosene,U.S.,,Blender Net Production of Kerosene,Blender Net Production of Kerosene,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPPK_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Kerosene,U.S.,,Refiner Net Production of Kerosene,Refiner Net Production of Kerosene,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPPR_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Residual Fuel Oil,U.S.,,Refiner Net Production of Residual Fuel Oil,Refiner Net Production of Residual Fuel Oil,Thousand Barrels per Day,4-week
PSW05A,Data 1,WGTST1A1,weekly New England (PADD 1A) Ending Stocks of Total Gasoline,,,New England (PADD 1A) Ending Stocks of Total Gasoline,New England (PADD 1A) Ending Stocks of Total Gasoline,Thousand Barrels,weekly
PSW05A,Data 1,WGTST1B1,weekly Central Atlantic (PADD 1B) Ending Stocks of Total Gasoline,,,Central Atlantic (PADD 1B) Ending Stocks of Total Gasoline,Central Atlantic (PADD 1B) Ending Stocks of Total Gasoline,Thousand Barrels,weekly
PSW05A,Data 1,WGTST1C1,weekly Lower Atlantic (PADD 1C) Ending Stocks of Total Gasoline,,,Lower Atlantic (PADD 1C) Ending Stocks of Total Gasoline,Lower Atlantic (PADD 1C) Ending Stocks of Total Gasoline,Thousand Barrels,weekly
PSW05A,Data 1,W_EPM0F_SAE_R10_MBBL,weekly East Coast (PADD 1) Ending Stocks of Finished Motor Gasoline,East Coast,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
PSW05A,Data 1,W_EPM0F_SAE_R20_MBBL,weekly Midwest (PADD 2) Ending Stocks of Finished Motor Gasoline,Midwest,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
PSW05A,Data 1,W_EPM0F_SAE_R30_MBBL,weekly Gulf Coast (PADD 3) Ending Stocks of Finished Motor Gasoline,Gulf Coast,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
PSW05A,Data 1,W_EPM0F_SAE_R40_MBBL,weekly Rocky Mountain (PADD 4) Ending Stocks of Finished Motor Gasoline,Rocky Mountain,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
PSW05A,Data 1,W_EPM0F_SAE_R50_MBBL,weekly West Coast (PADD 5) Ending Stocks of Finished Motor Gasoline,West Coast,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NAR_MBBLD,weekly U.S. Imports from Argentina of Crude Oil,U.S.,,Imports from Argentina of Crude Oil,Imports from Argentina of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NBR_MBBLD,weekly U.S. Imports from Brazil of Crude Oil,U.S.,,Imports from Brazil of Crude Oil,Imports from Brazil of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NCA_MBBLD,weekly U.S. Imports from Canada of Crude Oil,U.S.,,Imports from Canada of Crude Oil,Imports from Canada of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NCO_MBBLD,weekly U.S. Imports from Colombia of Crude Oil,U.S.,,Imports from Colombia of Crude Oil,Imports from Colombia of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NGY_MBBLD,weekly U.S. Imports from Guyana of Crude Oil,U.S.,,Imports from Guyana of Crude Oil,Imports from Guyana of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NIZ_MBBLD,weekly U.S. Imports from Iraq of Crude Oil,U.S.,,Imports from Iraq of Crude Oil,Imports from Iraq of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NMX_MBBLD,weekly U.S. Imports from Mexico of Crude Oil,U.S.,,Imports from Mexico of Crude Oil,Imports from Mexico of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NNI_MBBLD,weekly U.S. Imports from Nigeria of Crude Oil,U.S.,,Imports from Nigeria of Crude Oil,Imports from Nigeria of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NSA_MBBLD,weekly U.S. Imports from Saudi Arabia of Crude Oil,U.S.,,Imports from Saudi Arabia of Crude Oil,Imports from Saudi Arabia of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 1,W_EPC0_IM0_NUS-NVE_MBBLD,weekly U.S. Imports from Venezuela of Crude Oil,U.S.,,Imports from Venezuela of Crude Oil,Imports from Venezuela of Crude Oil,Thousand Barrels per Day,weekly
PSW08,Data 2,W_EPC0_IM0_NUS-NAR_MBBLD,4-week U.S. Imports from Argentina of Crude Oil,U.S.,,Imports from Argentina of Crude Oil,Imports from Argentina of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NBR_MBBLD,4-week U.S. Imports from Brazil of Crude Oil,U.S.,,Imports from Brazil of Crude Oil,Imports from Brazil of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NCA_MBBLD,4-week U.S. Imports from Canada of Crude Oil,U.S.,,Imports from Canada of Crude Oil,Imports from Canada of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NCO_MBBLD,4-week U.S. Imports from Colombia of Crude Oil,U.S.,,Imports from Colombia of Crude Oil,Imports from Colombia of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NGY_MBBLD,4-week U.S. Imports from Guyana of Crude Oil,U.S.,,Imports from Guyana of Crude Oil,Imports from Guyana of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NIZ_MBBLD,4-week U.S. Imports from Iraq of Crude Oil,U.S.,,Imports from Iraq of Crude Oil,Imports from Iraq of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NMX_MBBLD,4-week U.S. Imports from Mexico of Crude Oil,U.S.,,Imports from Mexico of Crude Oil,Imports from Mexico of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NNI_MBBLD,4-week U.S. Imports from Nigeria of Crude Oil,U.S.,,Imports from Nigeria of Crude Oil,Imports from Nigeria of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NSA_MBBLD,4-week U.S. Imports from Saudi Arabia of Crude Oil,U.S.,,Imports from Saudi Arabia of Crude Oil,Imports from Saudi Arabia of Crude Oil,Thousand Barrels per Day,4-week
PSW08,Data 2,W_EPC0_IM0_NUS-NVE_MBBLD,4-week U.S. Imports from Venezuela of Crude Oil,U.S.,,Imports from Venezuela of Crude Oil,Imports from Venezuela of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 1,WCRFPUS2,weekly U.S. Field Production of Crude Oil,U.S.,,Field Production of Crude Oil,Field Production of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 1,W_EPC0_FPF_R48_MBBLD,weekly Lower 48 States Field Production of Crude Oil,Lower 48,,Field Production of Crude Oil,Field Production of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 1,W_EPC0_FPF_SAK_MBBLD,weekly Alaska Field Production of Crude Oil,Alaska,,Field Production of Crude Oil,Field Production of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 10,WDIUPUS2,weekly U.S. Product Supplied of Distillate Fuel Oil,U.S.,,Product Supplied of Distillate Fuel Oil,Product Supplied of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 10,WGFUPUS2,weekly U.S. Product Supplied of Finished Motor Gasoline,U.S.,,Product Supplied of Finished Motor Gasoline,Product Supplied of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 10,WKJUPUS2,weekly U.S. Product Supplied of Kerosene-Type Jet Fuel,U.S.,,Product Supplied of Kerosene-Type Jet Fuel,Product Supplied of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 10,WPRUP_NUS_2,weekly U.S. Product Supplied of Propane and Propylene,U.S.,,Product Supplied of Propane and Propylene,Product Supplied of Propane and Propylene,Thousand Barrels per Day,weekly
PSW09,Data 10,WREUPUS2,weekly U.S. Product Supplied of Residual Fuel Oil,U.S.,,Product Supplied of Residual Fuel Oil,Product Supplied of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 10,WRPUPUS2,weekly U.S. Product Supplied of Petroleum Products,U.S.,,Product Supplied of Petroleum Products,Product Supplied of Petroleum Products,Thousand Barrels per Day,weekly
PSW09,Data 10,WWOUP_NUS_2,weekly U.S. Product Supplied of Other Oils,U.S.,,Product Supplied of Other Oils,Product Supplied of Other Oils,Thousand Barrels per Day,weekly
PSW09,Data 11,W_EPDM10_VUA_NUS_2,"weekly U.S. Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 12,WCRFPUS2,4-week U.S. Field Production of Crude Oil,U.S.,,Field Production of Crude Oil,Field Production of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 12,W_EPC0_FPF_R48_MBBLD,4-week Lower 48 States Field Production of Crude Oil,Lower 48,,Field Production of Crude Oil,Field Production of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 12,W_EPC0_FPF_SAK_MBBLD,4-week Alaska Field Production of Crude Oil,Alaska,,Field Production of Crude Oil,Field Production of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 13,WBCRI_NUS_2,4-week U.S. Refiner and Blender Net Input of Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WBCRI_R10_2,4-week East Coast (PADD 1) Refiner and Blender Net Input of Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WBCRI_R20_2,4-week Midwest (PADD 2) Refiner and Blender Net Input of Gasoline Blending Components,Midwest,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WBCRI_R30_2,4-week Gulf Coast (PADD 3) Refiner and Blender Net Input of Gasoline Blending Components,Gulf Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WBCRI_R40_2,4-week Rocky Mountain (PADD 4) Refiner and Blender Net Input of Gasoline Blending Components,Rocky Mountain,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WBCRI_R50_2,4-week West Coast (PADD 5) Refiner and Blender Net Input of Gasoline Blending Components,West Coast,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WCRRIP12,4-week East Coast (PADD 1) Refiner Net Input of Crude Oil,East Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 13,WCRRIP22,4-week Midwest (PADD 2) Refiner Net Input of Crude Oil,Midwest,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 13,WCRRIP32,4-week Gulf Coast (PADD 3) Refiner Net Input of Crude Oil,Gulf Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 13,WCRRIP42,4-week Rocky Mountain (PADD 4) Refiner Net Input of Crude Oil,Rocky Mountain,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 13,WCRRIP52,4-week West Coast (PADD 5) Refiner Net Input of Crude Oil,West Coast,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 13,WCRRIUS2,4-week U.S. Refiner Net Input of Crude Oil,U.S.,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,4-week
PSW09,Data 13,WGIRIP12,4-week East Coast (PADD 1) Gross Inputs into Refineries,East Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,4-week
PSW09,Data 13,WGIRIP22,4-week Midwest (PADD 2) Gross Inputs into Refineries,Midwest,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,4-week
PSW09,Data 13,WGIRIP32,4-week Gulf Coast (PADD 3) Gross Inputs into Refineries,Gulf Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,4-week
PSW09,Data 13,WGIRIP42,4-week Rocky Mountain (PADD 4) Gross Inputs into Refineries,Rocky Mountain,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,4-week
PSW09,Data 13,WGIRIP52,4-week West Coast (PADD 5) Gross Inputs into Refineries,West Coast,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,4-week
PSW09,Data 13,WGIRIUS2,4-week U.S. Gross Inputs into Refineries,U.S.,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,4-week
PSW09,Data 13,WO6RI_NUS_2,4-week U.S. Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WO6RI_R10_2,4-week East Coast (PADD 1) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,East Coast,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,4-week
PSW09,Data 13,WO6RI_R20_2,4-week Midwest (PADD 2) Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Midwest,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,4-week
