source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
NUS,Data 6,WO3ST_NUS_1,weekly U.S. Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,U.S.,,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,WO4ST_NUS_1,weekly U.S. Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,U.S.,,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,W_EPC0_SAX_NUS_MBBL,weekly U.S. Ending Stocks excluding SPR and including Lease Stock of Crude Oil,U.S.,,Ending Stocks excluding SPR and including Lease Stock of Crude Oil,Ending Stocks excluding SPR and including Lease Stock of Crude Oil,Thousand Barrels,weekly
NUS,Data 6,W_EPLLPZ_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Propane and Propylene,U.S.,,Ending Stocks of Propane and Propylene,Ending Stocks of Propane and Propylene,Thousand Barrels,weekly
NUS,Data 7,W_EPC0_VSD_NUS_DAYS,weekly U.S. Days of Supply of Crude Oil excluding SPR,U.S.,,Days of Supply of Crude Oil excluding SPR,Days of Supply of Crude Oil excluding SPR,Number of Days,weekly
NUS,Data 7,W_EPD0_VSD_NUS_DAYS,weekly U.S. Days of Supply of Total Distillate,U.S.,,Days of Supply of Total Distillate,Days of Supply of Total Distillate,Number of Days,weekly
NUS,Data 7,W_EPJK_VSD_NUS_DAYS,weekly U.S. Days of Supply of Kerosene-Type Jet Fuel,U.S.,,Days of Supply of Kerosene-Type Jet Fuel,Days of Supply of Kerosene-Type Jet Fuel,Number of Days,weekly
NUS,Data 7,W_EPLLPZ_VSD_NUS_DAYS,weekly U.S. Days of Supply of Propane/Propylene,U.S.,,Days of Supply of Propane/Propylene,Days of Supply of Propane/Propylene,Number of Days,weekly
NUS,Data 7,W_EPM0_VSD_NUS_DAYS,weekly U.S. Days of Supply of Total Gasoline,U.S.,,Days of Supply of Total Gasoline,Days of Supply of Total Gasoline,Number of Days,weekly
NUS,Data 8,WO3IM_NUS-Z00_2,weekly U.S. Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,U.S.,,Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 8,WO4IM_NUS-Z00_2,weekly U.S. Imports of Reformulated RBOB with Ether Gasoline Blending Components,U.S.,,Imports of Reformulated RBOB with Ether Gasoline Blending Components,Imports of Reformulated RBOB with Ether Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW01,Data 2,WCESCUS2,weekly U.S. Crude Oil Stock Change Excluding SPR,U.S.,,Crude Oil Stock Change Excluding SPR,Crude Oil Stock Change Excluding SPR,Thousand Barrels per Day,weekly
PSW01,Data 2,WCRAUUS2,weekly U.S. Unaccounted for Crude Oil,U.S.,,Unaccounted for Crude Oil,Unaccounted for Crude Oil,Thousand Barrels per Day,weekly
PSW01,Data 2,WCSSCUS2,weekly U.S. Crude Oil SPR Stock Change,U.S.,,Crude Oil SPR Stock Change,Crude Oil SPR Stock Change,Thousand Barrels per Day,weekly
PSW01,Data 2,WPESCUS2,weekly U.S. Total Petroleum Products Stock Change,U.S.,,Total Petroleum Products Stock Change,Total Petroleum Products Stock Change,Thousand Barrels per Day,weekly
PSW01,Data 2,WPGNPUS2,weekly U.S. Refiner and Blender Processing Gain,U.S.,,Refiner and Blender Processing Gain,Refiner and Blender Processing Gain,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPC0NG_TVP_NUS_MBBLD,weekly U.S. Transfers to Crude Oil Supply of Crude Oil,U.S.,,Transfers to Crude Oil Supply of Crude Oil,Transfers to Crude Oil Supply of Crude Oil,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPC0_SCG_NUS_MBBLD,weekly U.S. Crude Oil Stock Change,U.S.,,Crude Oil Stock Change,Crude Oil Stock Change,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPC0_TVP_NUS_MBBLD,weekly U.S. Transfers to Crude Oil Supply of Crude Oil,U.S.,,Transfers to Crude Oil Supply of Crude Oil,Transfers to Crude Oil Supply of Crude Oil,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPL0_YPG_NUS_MBBLD,weekly U.S. Production of Natural Gas Plant Liquids,U.S.,,Production of Natural Gas Plant Liquids,Production of Natural Gas Plant Liquids,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPLLCL2A_TVP_NUS_MBBLD,weekly U.S. Transfers to Crude Oil Supply of Condensate Production and Alaskan NGL,U.S.,,Transfers to Crude Oil Supply of Condensate Production and Alaskan NGL,Transfers to Crude Oil Supply of Condensate Production and Alaskan NGL,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPLLNGPU_TVP_NUS_MBBLD,weekly U.S. Transfers to Crude Oil Supply of Natural Gasoline and Unfinished Oils Product Supplied,U.S.,,Transfers to Crude Oil Supply of Natural Gasoline and Unfinished Oils Product Supplied,Transfers to Crude Oil Supply of Natural Gasoline and Unfinished Oils Product Supplied,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPOOXR_YPT_NUS_MBBLD,weekly U.S. Net Production of Oxygenates and Renewable Fuels,U.S.,,Net Production of Oxygenates and Renewable Fuels,Net Production of Oxygenates and Renewable Fuels,Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPP0_VUA_NUS_MBBLD,weekly U.S. Supply Adjustment of Total Petroleum (Excluding Crude Oil),U.S.,,Supply Adjustment of Total Petroleum (Excluding Crude Oil),Supply Adjustment of Total Petroleum (Excluding Crude Oil),Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPP1_YPT_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Production of Petroleum Products less Natural Gas Plant Liquids, Renewable Fuels/Oxygenate Plant, and Refinery Processing Gain",U.S.,,"Refiner and Blender Net Production of Petroleum Products less Natural Gas Plant Liquids, Renewable Fuels/Oxygenate Plant, and Refinery Processing Gain","Refiner and Blender Net Production of Petroleum Products less Natural Gas Plant Liquids, Renewable Fuels/Oxygenate Plant, and Refinery Processing Gain",Thousand Barrels per Day,weekly
PSW01,Data 2,W_EPPO5_YPT_NUS_MBBLD,weekly U.S. Refiner and Blender Net Production of Renewable Fuel-Oxygenates Excluding Fuel Ethanol,U.S.,,Refiner and Blender Net Production of Renewable Fuel-Oxygenates Excluding Fuel Ethanol,Refiner and Blender Net Production of Renewable Fuel-Oxygenates Excluding Fuel Ethanol,Thousand Barrels per Day,weekly
PSW01,Data 3,WCESCUS2,4-week U.S. Crude Oil Stock Change Excluding SPR,U.S.,,Crude Oil Stock Change Excluding SPR,Crude Oil Stock Change Excluding SPR,Thousand Barrels per Day,4-week
PSW01,Data 3,WCRAUUS2,4-week U.S. Unaccounted for Crude Oil,U.S.,,Unaccounted for Crude Oil,Unaccounted for Crude Oil,Thousand Barrels per Day,4-week
PSW01,Data 3,WCSSCUS2,4-week U.S. Crude Oil SPR Stock Change,U.S.,,Crude Oil SPR Stock Change,Crude Oil SPR Stock Change,Thousand Barrels per Day,4-week
PSW01,Data 3,WPESCUS2,4-week U.S. Total Petroleum Products Stock Change,U.S.,,Total Petroleum Products Stock Change,Total Petroleum Products Stock Change,Thousand Barrels per Day,4-week
PSW01,Data 3,WPGNPUS2,4-week U.S. Refiner and Blender Processing Gain,U.S.,,Refiner and Blender Processing Gain,Refiner and Blender Processing Gain,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPC0NG_TVP_NUS_MBBLD,4-week U.S. Transfers to Crude Oil Supply of Crude Oil,U.S.,,Transfers to Crude Oil Supply of Crude Oil,Transfers to Crude Oil Supply of Crude Oil,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPC0_SCG_NUS_MBBLD,4-week U.S. Crude Oil Stock Change,U.S.,,Crude Oil Stock Change,Crude Oil Stock Change,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPC0_TVP_NUS_MBBLD,4-week U.S. Transfers to Crude Oil Supply of Crude Oil,U.S.,,Transfers to Crude Oil Supply of Crude Oil,Transfers to Crude Oil Supply of Crude Oil,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPL0_YPG_NUS_MBBLD,4-week U.S. Production of Natural Gas Plant Liquids,U.S.,,Production of Natural Gas Plant Liquids,Production of Natural Gas Plant Liquids,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPLLCL2A_TVP_NUS_MBBLD,4-week U.S. Transfers to Crude Oil Supply of Condensate Production and Alaskan NGL,U.S.,,Transfers to Crude Oil Supply of Condensate Production and Alaskan NGL,Transfers to Crude Oil Supply of Condensate Production and Alaskan NGL,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPLLNGPU_TVP_NUS_MBBLD,4-week U.S. Transfers to Crude Oil Supply of Natural Gasoline and Unfinished Oils Product Supplied,U.S.,,Transfers to Crude Oil Supply of Natural Gasoline and Unfinished Oils Product Supplied,Transfers to Crude Oil Supply of Natural Gasoline and Unfinished Oils Product Supplied,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPOOXR_YPT_NUS_MBBLD,4-week U.S. Net Production of Oxygenates and Renewable Fuels,U.S.,,Net Production of Oxygenates and Renewable Fuels,Net Production of Oxygenates and Renewable Fuels,Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPP0_VUA_NUS_MBBLD,4-week U.S. Supply Adjustment of Total Petroleum (Excluding Crude Oil),U.S.,,Supply Adjustment of Total Petroleum (Excluding Crude Oil),Supply Adjustment of Total Petroleum (Excluding Crude Oil),Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPP1_YPT_NUS_MBBLD,"4-week U.S. Refiner and Blender Net Production of Petroleum Products less Natural Gas Plant Liquids, Renewable Fuels/Oxygenate Plant, and Refinery Processing Gain",U.S.,,"Refiner and Blender Net Production of Petroleum Products less Natural Gas Plant Liquids, Renewable Fuels/Oxygenate Plant, and Refinery Processing Gain","Refiner and Blender Net Production of Petroleum Products less Natural Gas Plant Liquids, Renewable Fuels/Oxygenate Plant, and Refinery Processing Gain",Thousand Barrels per Day,4-week
PSW01,Data 3,W_EPPO5_YPT_NUS_MBBLD,4-week U.S. Refiner and Blender Net Production of Renewable Fuel-Oxygenates Excluding Fuel Ethanol,U.S.,,Refiner and Blender Net Production of Renewable Fuel-Oxygenates Excluding Fuel Ethanol,Refiner and Blender Net Production of Renewable Fuel-Oxygenates Excluding Fuel Ethanol,Thousand Barrels per Day,4-week
PSW03,Data 1,W_EPD00H_YPB_NUS_MBBLD,"weekly U.S. Blender Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",U.S.,,"Blender Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur","Blender Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPD00H_YPY_NUS_MBBLD,"weekly U.S. Refiner Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",U.S.,,"Refiner Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur","Refiner Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPD0_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Distillate Fuel Oil,U.S.,,Blender Net Production of Distillate Fuel Oil,Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPD0_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Distillate Fuel Oil,U.S.,,Refiner Net Production of Distillate Fuel Oil,Refiner Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPDM10_YPB_NUS_MBBLD,"weekly U.S. Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPDM10_YPY_NUS_MBBLD,"weekly U.S. Refiner Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Refiner Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPDXL0_YPB_NUS_MBBLD,"weekly U.S. Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPDXL0_YPY_NUS_MBBLD,"weekly U.S. Refiner Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Refiner Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPJK_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Kerosene-Type Jet Fuel,U.S.,,Blender Net Production of Kerosene-Type Jet Fuel,Blender Net Production of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPJK_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Kerosene-Type Jet Fuel,U.S.,,Refiner Net Production of Kerosene-Type Jet Fuel,Refiner Net Production of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CAG55_YPB_NUS_MBBLD,"weekly U.S. Blender Net Production of Motor Gasoline, Finished, Conventional, Greater Than Ed55",U.S.,,"Blender Net Production of Motor Gasoline, Finished, Conventional, Greater Than Ed55","Blender Net Production of Motor Gasoline, Finished, Conventional, Greater Than Ed55",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CAG55_YPY_NUS_MBBLD,"weekly U.S. Refiner Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",U.S.,,"Refiner Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","Refiner Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CAL55_YPB_NUS_MBBLD,"weekly U.S. Blender Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",U.S.,,"Blender Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Blender Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CAL55_YPY_NUS_MBBLD,"weekly U.S. Refiner Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",U.S.,,"Refiner Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Refiner Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CA_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Blender Net Production of Conventional Motor Gasoline with Fuel Ethanol,Blender Net Production of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CA_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Refiner Net Production of Conventional Motor Gasoline with Fuel Ethanol,Refiner Net Production of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CO_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Other Conventional Motor Gasoline,U.S.,,Blender Net Production of Other Conventional Motor Gasoline,Blender Net Production of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0CO_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Other Conventional Motor Gasoline,U.S.,,Refiner Net Production of Other Conventional Motor Gasoline,Refiner Net Production of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0C_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Conventional Motor Gasoline,U.S.,,Blender Net Production of Conventional Motor Gasoline,Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0C_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Conventional Motor Gasoline,U.S.,,Refiner Net Production of Conventional Motor Gasoline,Refiner Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Finished Motor Gasoline,U.S.,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPB_R10_MBBLD,weekly East Coast (PADD 1) Blender Net Production of Finished Motor Gasoline,East Coast,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPB_R20_MBBLD,weekly Midwest (PADD 2) Blender Net Production of Finished Motor Gasoline,Midwest,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPB_R30_MBBLD,weekly Gulf Coast (PADD 3) Blender Net Production of Finished Motor Gasoline,Gulf Coast,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPB_R40_MBBLD,weekly Rocky Mountain (PADD 4) Blender Net Production of Finished Motor Gasoline,Rocky Mountain,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPB_R50_MBBLD,weekly West Coast (PADD 5) Blender Net Production of Finished Motor Gasoline,West Coast,,Blender Net Production of Finished Motor Gasoline,Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Finished Motor Gasoline,U.S.,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPY_R10_MBBLD,weekly East Coast (PADD 1) Refiner Net Production of Finished Motor Gasoline,East Coast,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPY_R20_MBBLD,weekly Midwest (PADD 2) Refiner Net Production of Finished Motor Gasoline,Midwest,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPY_R30_MBBLD,weekly Gulf Coast (PADD 3) Refiner Net Production of Finished Motor Gasoline,Gulf Coast,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPY_R40_MBBLD,weekly Rocky Mountain (PADD 4) Refiner Net Production of Finished Motor Gasoline,Rocky Mountain,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0F_YPY_R50_MBBLD,weekly West Coast (PADD 5) Refiner Net Production of Finished Motor Gasoline,West Coast,,Refiner Net Production of Finished Motor Gasoline,Refiner Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0RA_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Blender Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Blender Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0RA_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Refiner Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Refiner Net Production of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0RO_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Other Reformulated Motor Gasoline,U.S.,,Blender Net Production of Other Reformulated Motor Gasoline,Blender Net Production of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0RO_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Other Reformulated Motor Gasoline,U.S.,,Refiner Net Production of Other Reformulated Motor Gasoline,Refiner Net Production of Other Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0R_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Reformulated Motor Gasoline,U.S.,,Blender Net Production of Reformulated Motor Gasoline,Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPM0R_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Reformulated Motor Gasoline,U.S.,,Refiner Net Production of Reformulated Motor Gasoline,Refiner Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPPK_YPB_NUS_MBBLD,weekly U.S. Blender Net Production of Kerosene,U.S.,,Blender Net Production of Kerosene,Blender Net Production of Kerosene,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPPK_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Kerosene,U.S.,,Refiner Net Production of Kerosene,Refiner Net Production of Kerosene,Thousand Barrels per Day,weekly
PSW03,Data 1,W_EPPR_YPY_NUS_MBBLD,weekly U.S. Refiner Net Production of Residual Fuel Oil,U.S.,,Refiner Net Production of Residual Fuel Oil,Refiner Net Production of Residual Fuel Oil,Thousand Barrels per Day,weekly
PSW03,Data 2,W_EPD00H_YPB_NUS_MBBLD,"4-week U.S. Blender Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",U.S.,,"Blender Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur","Blender Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPD00H_YPY_NUS_MBBLD,"4-week U.S. Refiner Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",U.S.,,"Refiner Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur","Refiner Net Production of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPD0_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Distillate Fuel Oil,U.S.,,Blender Net Production of Distillate Fuel Oil,Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPD0_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Distillate Fuel Oil,U.S.,,Refiner Net Production of Distillate Fuel Oil,Refiner Net Production of Distillate Fuel Oil,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPDM10_YPB_NUS_MBBLD,"4-week U.S. Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPDM10_YPY_NUS_MBBLD,"4-week U.S. Refiner Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Refiner Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPDXL0_YPB_NUS_MBBLD,"4-week U.S. Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPDXL0_YPY_NUS_MBBLD,"4-week U.S. Refiner Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Refiner Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPJK_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Kerosene-Type Jet Fuel,U.S.,,Blender Net Production of Kerosene-Type Jet Fuel,Blender Net Production of Kerosene-Type Jet Fuel,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPJK_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Kerosene-Type Jet Fuel,U.S.,,Refiner Net Production of Kerosene-Type Jet Fuel,Refiner Net Production of Kerosene-Type Jet Fuel,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0CAG55_YPB_NUS_MBBLD,"4-week U.S. Blender Net Production of Motor Gasoline, Finished, Conventional, Greater Than Ed55",U.S.,,"Blender Net Production of Motor Gasoline, Finished, Conventional, Greater Than Ed55","Blender Net Production of Motor Gasoline, Finished, Conventional, Greater Than Ed55",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0CAG55_YPY_NUS_MBBLD,"4-week U.S. Refiner Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",U.S.,,"Refiner Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","Refiner Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0CAL55_YPB_NUS_MBBLD,"4-week U.S. Blender Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",U.S.,,"Blender Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Blender Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0CAL55_YPY_NUS_MBBLD,"4-week U.S. Refiner Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",U.S.,,"Refiner Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Refiner Net Production of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0CA_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Blender Net Production of Conventional Motor Gasoline with Fuel Ethanol,Blender Net Production of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0CA_YPY_NUS_MBBLD,4-week U.S. Refiner Net Production of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Refiner Net Production of Conventional Motor Gasoline with Fuel Ethanol,Refiner Net Production of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,4-week
PSW03,Data 2,W_EPM0CO_YPB_NUS_MBBLD,4-week U.S. Blender Net Production of Other Conventional Motor Gasoline,U.S.,,Blender Net Production of Other Conventional Motor Gasoline,Blender Net Production of Other Conventional Motor Gasoline,Thousand Barrels per Day,4-week
